id,recipe_name,pet_type,age_group,ingredients,ingredient_quantities,preparation_steps,calories,protein,fat,carbohydrates,vitamins,minerals,cook_time,difficulty,health_benefits,health_conditions_supported,source_url
DOG_531,Hearty Chicken Breast & White Rice Bowl,Dog,Senior,"Chicken Breast, White Rice, Zucchini, Celery, Spinach, Flaxseed Oil","247g, 129g, 78g, 40g, 60g, 14g","Thoroughly cook the Chicken Breast in a pan until fully cooked through. | Prepare the White Rice by boiling or steaming according to standard cooking guidelines. | Steam or finely chop the vegetables (Zucchini, Celery, Spinach) so they are easily digestible. | Mix the cooked Chicken Breast, White Rice, and vegetables together in a large bowl. | Drizzle with Flaxseed Oil and let the mixture cool completely before serving.",129,14.6,4.2,7.4,"Vitamin C, Folic Acid, Vitamin A","Magnesium, Selenium, Iron",30 mins,Easy,Digestive Health,Digestive Health Support,https://pawfeed.ai/recipes/dog-hearty-chicken-breast-and-white-rice-bowl
DOG_532,Wholesome Egg & Pumpkin Puree Puree topper,Dog,Baby,"Egg, Pumpkin Puree, Zucchini, Coconut Oil","159g, 63g, 78g, 6g","Thoroughly cook the Egg in a pan until fully cooked through. | Prepare the Pumpkin Puree by boiling or steaming according to standard cooking guidelines. | Steam or finely chop the vegetables (Zucchini) so they are easily digestible. | Mix the cooked Egg, Pumpkin Puree, and vegetables together in a large bowl. | Drizzle with Coconut Oil and let the mixture cool completely before serving.",107,7.3,7.8,2.7,"Vitamin C, Thiamine, Vitamin E","Copper, Selenium",15 mins,Easy,Joint Health,Joint Health Support,https://pawfeed.ai/recipes/dog-wholesome-egg-and-pumpkin-puree-puree-topper
DOG_533,Hearty Cod Fillet & Brown Rice Bite-Sized Dinner,Dog,Adult,"Cod Fillet, Brown Rice, Green Beans, Zucchini, Olive Oil","219g, 76g, 66g, 39g, 7g","Thoroughly cook the Cod Fillet in a pan until fully cooked through. | Prepare the Brown Rice by boiling or steaming according to standard cooking guidelines. | Steam or finely chop the vegetables (Green Beans, Zucchini) so they are easily digestible. | Mix the cooked Cod Fillet, Brown Rice, and vegetables together in a large bowl. | Drizzle with Olive Oil and let the mixture cool completely before serving.",87,10.6,2.3,5.7,"Vitamin E, Vitamin C, Riboflavin","Copper, Zinc",30 mins,Easy,"Digestive Health, Puppy/Kitten","Digestive Health Support, Puppy/Kitten Support",https://pawfeed.ai/recipes/dog-hearty-cod-fillet-and-brown-rice-bite-sized-dinner
DOG_534,Homestyle Egg & Oatmeal Bake,Dog,Adult,"Egg, Oatmeal, Zucchini, Spinach, Peas, Coconut Oil","139g, 143g, 43g, 25g, 67g, 12g","Thoroughly cook the Egg in a pan until fully cooked through. | Prepare the Oatmeal by boiling or steaming according to standard cooking guidelines. | Steam or finely chop the vegetables (Zucchini, Spinach, Peas) so they are easily digestible. | Mix the cooked Egg, Oatmeal, and vegetables together in a large bowl. | Drizzle with Coconut Oil and let the mixture cool completely before serving.",220,11.0,8.8,25.1,"Vitamin C, Vitamin A, Niacin","Zinc, Copper, Calcium",15 mins,Medium,Puppy/Kitten,Puppy/Kitten Support,https://pawfeed.ai/recipes/dog-homestyle-egg-and-oatmeal-bake
DOG_535,Fresh & Healthy Venison & Sweet Potato Loaf,Dog,Senior,"Venison, Sweet Potato, Spinach, Peas, Carrots, Olive Oil","177g, 64g, 32g, 65g, 75g, 7g","Thoroughly cook the Venison in a pan until fully cooked through. | Prepare the Sweet Potato by boiling or steaming according to standard cooking guidelines. | Steam or finely chop the vegetables (Spinach, Peas, Carrots) so they are easily digestible. | Mix the cooked Venison, Sweet Potato, and vegetables together in a large bowl. | Drizzle with Olive Oil and let the mixture cool completely before serving.",113,14.1,3.1,7.2,"Vitamin C, Vitamin D3, Thiamine, Vitamin B12","Calcium, Copper, Potassium",30 mins,Medium,"Joint Health, General Wellness","Joint Health Support, General Wellness Support",https://pawfeed.ai/recipes/dog-fresh-and-healthy-venison-and-sweet-potato-loaf
DOG_536,Slow-Cooked Cod Fillet & Pumpkin Puree Casserole,Dog,Adult,"Cod Fillet, Pumpkin Puree, Broccoli, Olive Oil","184g, 110g, 42g, 11g","Thoroughly cook the Cod Fillet in a pan until fully cooked through. | Prepare the Pumpkin Puree by boiling or steaming according to standard cooking guidelines. | Steam or finely chop the vegetables (Broccoli) so they are easily digestible. | Mix the cooked Cod Fillet, Pumpkin Puree, and vegetables together in a large bowl. | Drizzle with Olive Oil and let the mixture cool completely before serving.",84,10.2,3.6,2.9,"Thiamine, Niacin, Vitamin B12","Zinc, Copper, Phosphorus, Calcium",20 mins,Easy,High Protein,High Protein Support,https://pawfeed.ai/recipes/dog-slow-cooked-cod-fillet-and-pumpkin-puree-casserole
DOG_537,Slow-Cooked Lamb Lean & Brown Rice Casserole,Dog,Adult,"Lamb Lean, Brown Rice, Broccoli, Spinach, Zucchini, Salmon Oil","138g, 146g, 35g, 77g, 55g, 11g","Thoroughly cook the Lamb Lean in a pan until fully cooked through. | Prepare the Brown Rice by boiling or steaming according to standard cooking guidelines. | Steam or finely chop the vegetables (Broccoli, Spinach, Zucchini) so they are easily digestible. | Mix the cooked Lamb Lean, Brown Rice, and vegetables together in a large bowl. | Drizzle with Salmon Oil and let the mixture cool completely before serving.",152,9.1,9.1,8.8,"Folic Acid, Thiamine, Vitamin E","Phosphorus, Selenium, Manganese",30 mins,Medium,"High Protein, Joint Health","High Protein Support, Joint Health Support",https://pawfeed.ai/recipes/dog-slow-cooked-lamb-lean-and-brown-rice-casserole
DOG_538,Savory Cod Fillet & Pumpkin Puree Bite-Sized Dinner,Dog,Senior,"Cod Fillet, Pumpkin Puree, Spinach, Zucchini, Olive Oil","234g, 95g, 67g, 20g, 14g","Thoroughly cook the Cod Fillet in a pan until fully cooked through. | Prepare the Pumpkin Puree by boiling or steaming according to standard cooking guidelines. | Steam or finely chop the vegetables (Spinach, Zucchini) so they are easily digestible. | Mix the cooked Cod Fillet, Pumpkin Puree, and vegetables together in a large bowl. | Drizzle with Olive Oil and let the mixture cool completely before serving.",84,10.5,3.7,2.1,"Vitamin B12, Folic Acid, Vitamin A","Selenium, Copper, Iron, Magnesium",30 mins,Easy,"Weight Management, Joint Health","Weight Management Support, Joint Health Support",https://pawfeed.ai/recipes/dog-savory-cod-fillet-and-pumpkin-puree-bite-sized-dinner
DOG_539,Savory Tofu & Pumpkin Puree Mash,Dog,Senior,"Tofu, Pumpkin Puree, Zucchini, Flaxseed Oil","112g, 98g, 53g, 7g","Thoroughly cook the Tofu in a pan until fully cooked through. | Prepare the Pumpkin Puree by boiling or steaming according to standard cooking guidelines. | Steam or finely chop the vegetables (Zucchini) so they are easily digestible. | Mix the cooked Tofu, Pumpkin Puree, and vegetables together in a large bowl. | Drizzle with Flaxseed Oil and let the mixture cool completely before serving.",67,3.9,4.7,3.8,"Folic Acid, Vitamin D3, Thiamine","Zinc, Magnesium",20 mins,Medium,"Digestive Health, General Wellness","Digestive Health Support, General Wellness Support",https://pawfeed.ai/recipes/dog-savory-tofu-and-pumpkin-puree-mash
DOG_540,Slow-Cooked Egg & Quinoa Mash,Dog,Adult,"Egg, Quinoa, Celery, Broccoli, Coconut Oil","173g, 77g, 75g, 42g, 15g","Thoroughly cook the Egg in a pan until fully cooked through. | Prepare the Quinoa by boiling or steaming according to standard cooking guidelines. | Steam or finely chop the vegetables (Celery, Broccoli) so they are easily digestible. | Mix the cooked Egg, Quinoa, and vegetables together in a large bowl. | Drizzle with Coconut Oil and let the mixture cool completely before serving.",135,7.2,9.4,6.1,"Thiamine, Vitamin A, Vitamin D3, Vitamin E","Manganese, Potassium, Iron, Magnesium",25 mins,Medium,"General Wellness, Digestive Health","General Wellness Support, Digestive Health Support",https://pawfeed.ai/recipes/dog-slow-cooked-egg-and-quinoa-mash
DOG_541,Slow-Cooked Tofu & Oatmeal Bite-Sized Dinner,Dog,Senior,"Tofu, Oatmeal, Spinach, Olive Oil","192g, 106g, 20g, 11g","Thoroughly cook the Tofu in a pan until fully cooked through. | Prepare the Oatmeal by boiling or steaming according to standard cooking guidelines. | Steam or finely chop the vegetables (Spinach) so they are easily digestible. | Mix the cooked Tofu, Oatmeal, and vegetables together in a large bowl. | Drizzle with Olive Oil and let the mixture cool completely before serving.",201,10.3,8.4,22.6,"Vitamin D3, Riboflavin, Thiamine","Magnesium, Selenium",30 mins,Medium,General Wellness,General Wellness Support,https://pawfeed.ai/recipes/dog-slow-cooked-tofu-and-oatmeal-bite-sized-dinner
DOG_542,Nutrient-Rich Venison & Barley Skillet Mix,Dog,Adult,"Venison, Barley, Carrots, Coconut Oil","181g, 93g, 33g, 10g","Thoroughly cook the Venison in a pan until fully cooked through. | Prepare the Barley by boiling or steaming according to standard cooking guidelines. | Steam or finely chop the vegetables (Carrots) so they are easily digestible. | Mix the cooked Venison, Barley, and vegetables together in a large bowl. | Drizzle with Coconut Oil and let the mixture cool completely before serving.",221,20.9,5.6,22.4,"Vitamin A, Vitamin D3, Riboflavin, Vitamin B12","Copper, Phosphorus, Iron",30 mins,Medium,Puppy/Kitten,Puppy/Kitten Support,https://pawfeed.ai/recipes/dog-nutrient-rich-venison-and-barley-skillet-mix
DOG_543,Wholesome Beef Lean & Potato Puree topper,Dog,Adult,"Beef Lean, Potato, Carrots, Green Beans, Flaxseed Oil","199g, 91g, 72g, 53g, 8g","Thoroughly cook the Beef Lean in a pan until fully cooked through. | Prepare the Potato by boiling or steaming according to standard cooking guidelines. | Steam or finely chop the vegetables (Carrots, Green Beans) so they are easily digestible. | Mix the cooked Beef Lean, Potato, and vegetables together in a large bowl. | Drizzle with Flaxseed Oil and let the mixture cool completely before serving.",162,13.0,9.0,6.2,"Vitamin A, Niacin, Riboflavin, Vitamin E","Iron, Phosphorus, Potassium",25 mins,Medium,"High Protein, Joint Health","High Protein Support, Joint Health Support",https://pawfeed.ai/recipes/dog-wholesome-beef-lean-and-potato-puree-topper
DOG_544,Wholesome Venison & Barley Skillet Mix,Dog,Senior,"Venison, Barley, Zucchini, Salmon Oil","231g, 128g, 54g, 8g","Thoroughly cook the Venison in a pan until fully cooked through. | Prepare the Barley by boiling or steaming according to standard cooking guidelines. | Steam or finely chop the vegetables (Zucchini) so they are easily digestible. | Mix the cooked Venison, Barley, and vegetables together in a large bowl. | Drizzle with Salmon Oil and let the mixture cool completely before serving.",209,20.4,4.3,22.6,"Folic Acid, Vitamin D3, Vitamin A, Vitamin C","Potassium, Iron, Selenium",15 mins,Medium,Weight Management,Weight Management Support,https://pawfeed.ai/recipes/dog-wholesome-venison-and-barley-skillet-mix
DOG_545,Premium Chicken Breast & Potato Skillet Mix,Dog,Baby,"Chicken Breast, Potato, Green Beans, Carrots, Salmon Oil","206g, 134g, 24g, 67g, 8g","Thoroughly cook the Chicken Breast in a pan until fully cooked through. | Prepare the Potato by boiling or steaming according to standard cooking guidelines. | Steam or finely chop the vegetables (Green Beans, Carrots) so they are easily digestible. | Mix the cooked Chicken Breast, Potato, and vegetables together in a large bowl. | Drizzle with Salmon Oil and let the mixture cool completely before serving.",125,15.4,3.6,7.0,"Vitamin A, Vitamin C","Zinc, Selenium",15 mins,Easy,"High Protein, Digestive Health","High Protein Support, Digestive Health Support",https://pawfeed.ai/recipes/dog-premium-chicken-breast-and-potato-skillet-mix
DOG_546,Homestyle Beef Lean & White Rice Bite-Sized Dinner,Dog,Adult,"Beef Lean, White Rice, Broccoli, Zucchini, Flaxseed Oil","132g, 74g, 58g, 66g, 5g","Thoroughly cook the Beef Lean in a pan until fully cooked through. | Prepare the White Rice by boiling or steaming according to standard cooking guidelines. | Steam or finely chop the vegetables (Broccoli, Zucchini) so they are easily digestible. | Mix the cooked Beef Lean, White Rice, and vegetables together in a large bowl. | Drizzle with Flaxseed Oil and let the mixture cool completely before serving.",150,11.6,7.6,8.0,"Folic Acid, Vitamin C, Niacin","Zinc, Manganese, Calcium",15 mins,Easy,"Joint Health, Senior Pet","Joint Health Support, Senior Pet Support",https://pawfeed.ai/recipes/dog-homestyle-beef-lean-and-white-rice-bite-sized-dinner
DOG_547,Homestyle Venison & Sweet Potato Puree topper,Dog,Baby,"Venison, Sweet Potato, Peas, Green Beans, Coconut Oil","208g, 114g, 37g, 44g, 6g","Thoroughly cook the Venison in a pan until fully cooked through. | Prepare the Sweet Potato by boiling or steaming according to standard cooking guidelines. | Steam or finely chop the vegetables (Peas, Green Beans) so they are easily digestible. | Mix the cooked Venison, Sweet Potato, and vegetables together in a large bowl. | Drizzle with Coconut Oil and let the mixture cool completely before serving.",124,16.4,3.1,7.6,"Folic Acid, Vitamin A, Thiamine, Niacin","Zinc, Calcium, Magnesium",30 mins,Medium,Digestive Health,Digestive Health Support,https://pawfeed.ai/recipes/dog-homestyle-venison-and-sweet-potato-puree-topper
DOG_548,Premium Chicken Breast & Pumpkin Puree Bowl,Dog,Adult,"Chicken Breast, Pumpkin Puree, Zucchini, Olive Oil","138g, 101g, 76g, 7g","Thoroughly cook the Chicken Breast in a pan until fully cooked through. | Prepare the Pumpkin Puree by boiling or steaming according to standard cooking guidelines. | Steam or finely chop the vegetables (Zucchini) so they are easily digestible. | Mix the cooked Chicken Breast, Pumpkin Puree, and vegetables together in a large bowl. | Drizzle with Olive Oil and let the mixture cool completely before serving.",102,13.9,3.8,2.8,"Vitamin B12, Vitamin C","Zinc, Selenium",25 mins,Medium,Puppy/Kitten,Puppy/Kitten Support,https://pawfeed.ai/recipes/dog-premium-chicken-breast-and-pumpkin-puree-bowl
DOG_549,Wholesome Cod Fillet & Pumpkin Puree Bowl,Dog,Senior,"Cod Fillet, Pumpkin Puree, Broccoli, Zucchini, Green Beans, Salmon Oil","225g, 133g, 47g, 20g, 32g, 7g","Thoroughly cook the Cod Fillet in a pan until fully cooked through. | Prepare the Pumpkin Puree by boiling or steaming according to standard cooking guidelines. | Steam or finely chop the vegetables (Broccoli, Zucchini, Green Beans) so they are easily digestible. | Mix the cooked Cod Fillet, Pumpkin Puree, and vegetables together in a large bowl. | Drizzle with Salmon Oil and let the mixture cool completely before serving.",67,9.5,1.9,3.2,"Vitamin D3, Vitamin A","Phosphorus, Selenium",25 mins,Easy,General Wellness,General Wellness Support,https://pawfeed.ai/recipes/dog-wholesome-cod-fillet-and-pumpkin-puree-bowl
DOG_550,Nutrient-Rich Lamb Lean & Pumpkin Puree Casserole,Dog,Adult,"Lamb Lean, Pumpkin Puree, Celery, Carrots, Olive Oil","153g, 84g, 63g, 45g, 11g","Thoroughly cook the Lamb Lean in a pan until fully cooked through. | Prepare the Pumpkin Puree by boiling or steaming according to standard cooking guidelines. | Steam or finely chop the vegetables (Celery, Carrots) so they are easily digestible. | Mix the cooked Lamb Lean, Pumpkin Puree, and vegetables together in a large bowl. | Drizzle with Olive Oil and let the mixture cool completely before serving.",166,11.2,12.2,3.3,"Folic Acid, Vitamin B12","Zinc, Iron, Copper, Calcium",25 mins,Medium,Skin & Coat,Skin & Coat Support,https://pawfeed.ai/recipes/dog-nutrient-rich-lamb-lean-and-pumpkin-puree-casserole
DOG_551,Savory Cod Fillet & Sweet Potato Bite-Sized Dinner,Dog,Baby,"Cod Fillet, Sweet Potato, Broccoli, Green Beans, Olive Oil","238g, 63g, 54g, 48g, 5g","Thoroughly cook the Cod Fillet in a pan until fully cooked through. | Prepare the Sweet Potato by boiling or steaming according to standard cooking guidelines. | Steam or finely chop the vegetables (Broccoli, Green Beans) so they are easily digestible. | Mix the cooked Cod Fillet, Sweet Potato, and vegetables together in a large bowl. | Drizzle with Olive Oil and let the mixture cool completely before serving.",80,11.3,1.7,4.8,"Riboflavin, Vitamin E, Thiamine, Vitamin D3","Selenium, Zinc",15 mins,Easy,"General Wellness, Weight Management","General Wellness Support, Weight Management Support",https://pawfeed.ai/recipes/dog-savory-cod-fillet-and-sweet-potato-bite-sized-dinner
DOG_552,Premium Venison & Barley Casserole,Dog,Adult,"Venison, Barley, Peas, Celery, Salmon Oil","198g, 121g, 51g, 49g, 11g","Thoroughly cook the Venison in a pan until fully cooked through. | Prepare the Barley by boiling or steaming according to standard cooking guidelines. | Steam or finely chop the vegetables (Peas, Celery) so they are easily digestible. | Mix the cooked Venison, Barley, and vegetables together in a large bowl. | Drizzle with Salmon Oil and let the mixture cool completely before serving.",203,18.1,4.7,22.5,"Riboflavin, Vitamin B12, Thiamine, Vitamin A","Magnesium, Copper",20 mins,Medium,"Weight Management, Joint Health","Weight Management Support, Joint Health Support",https://pawfeed.ai/recipes/dog-premium-venison-and-barley-casserole
